DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,id
0,0,0,0,0,1
,,,,,2
,,,,,3
,,,,,4
,,,,,5
,,,,,6
1,,,1,,7
,,,,,8
,,,,,9
