DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,id
0.0,inf,0.0,0.0,inf,1
0.166013,27.45906,0.385621,0.000516,2.085676,2
0.746116,18.0,0.980207,0.03273,0.052445,3
0.403893,39.370039,0.70073,0.000247,0.378641,4
0.253913,48.466483,0.375652,0.000207,0.845621,5
0.412323,48.476799,0.640799,0.002595,0.607022,6
0.0,27.221315,0.929825,0.0,10.590095,7
0.451661,13.379088,0.453315,0.058765,0.124345,8
0.412577,38.535698,0.829615,0.003636,0.6547,9
