DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.521456,40.804412,0.969513,0.013015,1.077461,1,0.23556848,15
0.244511,34.94281,0.98997,0.00027,2.351583,2,0.006715183,15
0.20072,25.357445,0.960979,0.000648,2.33232,3,0.026010072,15
0.40035,24.103942,0.963001,0.0015,1.556913,4,0.025609972,15
0.681818,29.291637,0.930909,0.00085,0.896959,5,0.0063583376,15
0.671606,41.303753,0.994167,0.001481,0.806603,6,0.011498354,15
0.787097,28.195744,0.974474,0.001095,0.46308,7,0.0062610162,15
0.926136,2.236068,1.0,0.000316,0.058006,8,0.0012687839,15
0.889222,6.082763,0.991018,0.000285,0.177393,9,0.0011930894,15
0.595762,34.07345,0.885901,0.000554,0.972443,10,0.004927351,15
0.727273,30.0,0.958517,0.000355,0.562084,11,0.0019572433,15
0.783217,2.236068,0.961538,0.00021,0.385932,12,0.0010705364,15
0.789842,10.0,0.892294,0.000744,0.22059,13,0.0045596925,15
0.521857,40.533936,0.987179,0.013391,1.072805,14,0.23989388,15
0.379511,31.575307,0.832945,0.000432,1.84447,15,0.007227022,15
0.200527,23.790755,0.963013,0.000623,2.307233,16,0.024809772,15
0.471061,23.216374,0.931179,0.001608,1.243909,17,0.019630106,15
0.683524,26.11513,0.903752,0.000941,0.951723,18,0.007266672,15
0.773184,35.44009,0.957318,0.00131,0.583884,19,0.0077208388,15
0.790569,26.589472,0.981045,0.000705,0.500126,20,0.0038243744,15
0.595381,34.423829,0.975192,0.000528,1.11311,21,0.0043181907,15
0.695833,29.274562,0.95,0.000289,0.655223,22,0.001816668,15
0.777344,3.605551,0.996094,0.000188,0.499517,23,0.00091914745,15
0.770996,9.433981,0.878456,0.000617,0.344827,24,0.0038748374,15
0.883043,7.211103,0.930679,0.00104,0.258778,25,0.0054211677,15
0.875594,4.123106,0.896621,0.001416,0.201056,26,0.0064556594,15
0.893709,5.09902,0.967462,0.001493,0.219762,27,0.007234231,15
0.936129,6.324555,0.992686,0.000847,0.138189,28,0.003669381,15
0.054795,26.095977,0.460772,1.4e-05,1.697992,29,0.0022275809,15
0.001727,64.265076,0.925734,0.0,19.129702,30,0.002241999,15
0.489152,6.082763,0.901381,0.000199,0.821929,31,0.0020077063,15
0.298906,45.934736,0.949372,0.000243,1.544323,32,0.0046750363,15
0.404139,15.588457,0.954248,0.000267,1.10842,33,0.00346032,15
0.380403,37.161808,0.881844,5.7e-05,0.847137,34,0.00069927296,15
0.15986,44.384682,0.935428,0.000132,1.875087,35,0.00483003,15
0.418834,53.740115,0.961475,0.000792,1.210289,36,0.01052514,15
0.28125,63.03967,0.957031,0.000273,1.744514,37,0.005298615,15
0.0,16.583124,0.845096,0.0,3.899614,38,0.002270835,15
0.378294,39.319207,0.919556,0.00067,0.826119,39,0.009559134,15
0.517417,28.337255,0.958369,0.000448,0.305273,40,0.004065876,15
0.126984,21.213203,0.948797,0.000131,1.910643,41,0.006679138,15
0.608169,10.246951,0.872416,0.000471,0.471595,42,0.004029831,15
0.376333,70.583284,0.997461,0.000478,1.604505,43,0.0071152826,15
0.057887,33.015148,0.437048,1.3e-05,2.484659,44,0.00054427946,15
0.010842,13.341664,0.83236,5e-06,3.073934,45,0.003597291,15
0.497875,6.480741,0.870674,0.000313,0.946939,46,0.0033521848,15
0.388321,48.052055,0.986861,0.000106,0.616613,47,0.0012507614,15
0.701502,51.439285,0.951012,0.000444,0.338097,48,0.0028944134,15
0.327575,15.427249,0.777991,0.000183,1.17681,49,0.0034422975,15
0.136523,52.345009,0.994896,0.000211,2.362219,50,0.011242435,15
0.117014,11.18034,0.985878,5.2e-05,2.10324,51,0.002717793,15
0.162346,56.311633,0.851708,0.000328,1.886801,52,0.012669817,15
0.346513,16.881943,0.98706,0.000584,1.162086,53,0.009897957,15
0.601838,6.78233,0.883614,0.00032,0.741979,54,0.0020797965,15
0.680354,38.716921,0.892672,0.001439,0.495134,55,0.011956126,15
