label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.4511135,0.6379213323949121,26.065288499999998,27.806499701510802,0.990464,0.005464521205009609,0.014534,0.020531552498532595,2.1347080000000003,2.9920700186890685
2,0.4488695,0.6294629210783587,26.2985805,28.47401133137803,0.9872715,0.0004334564568673357,0.0172045,0.024330837233847914,1.6010024999999999,2.2469611977612116
3,0.379129,0.5361693736889491,20.5258705,22.54722331080837,0.892978,0.005030357641361106,0.0006035,0.0008534778848921629,2.2276480000000003,2.8373578833925763
4,0.472469,0.6681720676008538,14.1617625,16.02775677102446,0.985893,0.013060262248515524,0.003274,0.004630135203209513,2.4323675000000002,3.2865269600446765
5,0.4564335,0.64549444602142,15.1787225,14.394887407132174,0.9682145,0.04356272746855961,0.0022955,0.0032463272324274395,2.026074,2.627980737056115
6,0.3921225,0.5545449576116439,17.1210025,18.048339854109145,0.9799990000000001,0.014115265566045847,0.0005225,0.0007389265863399421,3.899673,5.069809957110621
7,0.4445105,0.6286327777172456,22.728172,25.97807500753391,0.993011,0.005685138520739875,0.001137,0.001607960820418209,5.5427575,7.717495638838061
8,0.439899,0.6221111318743622,16.553889,17.086178949841827,0.973506,0.035837585884096565,0.000639,0.0009036824663564078,4.290045999999999,5.699170347705707
9,0.8005165000000001,0.12643847065074776,5.2426405,4.585786173000274,0.8542635000000001,0.07674017764183243,0.0002085,9.970205614730321e-05,0.5013755,0.4870926275406969
10,0.9107495000000001,0.008921566258230703,17.0548895,22.11925541677659,0.955758,0.011664433462453334,0.000304,2.5455844122715716e-05,0.13951449999999999,0.08376457640613963
11,0.4343575,0.6142742674184717,18.8767245,20.8647673767786,0.9515565,0.06324292340254366,0.000397,0.0005614427842621187,5.368048,7.519879799593076
12,0.4445325,0.6286638904156179,16.207107,20.920309907334023,0.972747,0.00716440590698212,0.000254,0.0003592102448427661,6.0291845,8.225218106719877
13,0.4284155,0.6058710104308507,8.082228,8.267718759803094,0.9975175000000001,0.0011264211024302566,0.0001805,0.00025526554800834364,3.0620890000000003,4.145122176712286
14,0.4349085,0.6150534990913391,8.732051,7.450004921689783,0.942685,0.0024126483374084795,0.000556,0.0007863027406794409,1.9407569999999998,2.295658934674748
15,0.45191499999999996,0.6382600365431005,25.6798445,27.714458440230878,0.9750475000000001,0.0026198306242960897,0.014308,0.020221839728372885,2.1568855,2.9748399477518954
16,0.45342350000000003,0.6216621190683087,25.116057,27.773501149353173,0.9855115,0.012529225055844464,0.0176635,0.024920564289357492,1.600921,2.218608337155975
17,0.3967535,0.5610941806189937,22.297673,16.23661277966319,0.9072065,0.0065032610665727245,0.000583,0.0008244865068635144,2.1834355,2.8324922816312315
18,0.478402,0.6765625966664134,13.7576505,15.213615236369707,0.986516,0.005703523297050666,0.0034725,0.004910856595340573,2.4193715,3.368390126316205
19,0.47947,0.6745020875060358,13.108187,14.295135146403407,0.988086,0.008274563553444933,0.002156,0.0030476302269140196,1.8898205,2.6013631164919095
20,0.4421105,0.6252386651675502,15.3427085,16.798886414393202,0.9562255,0.009577761351171846,0.0007415,0.00104863935649965,3.797285,5.0749265817792875
21,0.470863,0.6659008406196827,19.968957500000002,21.759629393146486,0.9773080000000001,0.030081736685238045,0.0009385,0.0013272394282871497,6.005643,8.38975831916808
22,0.471733,0.6671312064189473,14.4721935,17.63834520024156,0.9422330000000001,0.03844256726598782,0.0004495,0.0006356889962867062,4.3100404999999995,6.031993488794935
23,0.4591995,0.6494061607349441,18.5,23.33452377915607,0.969157,0.03817528090269932,0.0005095,0.0007205418100290919,5.4205715,7.587892865341505
24,0.4377845,0.6191207772967242,17.0318645,20.92441607641237,0.9470675,0.00833183920272112,0.000259,0.0003662813126546316,6.135127499999999,8.25464789095286
25,0.379571,0.5367944560835181,8.214949,7.617692466421049,0.945322,0.06484310604836874,0.0001355,0.00019162593770155435,3.6251415,4.4955452055852465
26,0.461026,0.6466802640934699,8.561553,6.276911943274176,0.9814995,0.013554529888564924,0.0004665,0.0006583164132846757,1.8451215,2.3974193786620854
27,0.9468785,0.008952678956602783,2.236068,0.0,0.9918659999999999,0.003939998984771419,0.0014104999999999999,0.00026516504294495547,0.07338549999999999,0.04282733641612563
28,0.95331,0.00922774349448445,1.414214,0.0,0.99305,0.0003620386719675604,0.0014985,9.263098833543775e-05,0.0657635,0.009637158320791457
29,0.958118,0.007672108575874059,2.6389585,0.26794892234248696,0.9890975,0.0011844038584874152,0.00175,0.00024324473272817243,0.06814500000000001,0.018183957984993254
30,0.9651125,0.011488363873937885,2.76866,1.9154759027019892,0.9908965000000001,0.00020152543263811243,0.000923,3.111269837220808e-05,0.0376135,0.03158999544950901
