label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.443736,0.6275374693131878,24.401667,25.02233533994655,0.9945595,0.005428458759169197,0.015821500000000002,0.022343867178713714,2.1251765,2.9670122756841604
2,0.35915,0.5079148009262971,23.0040925,18.32002866421733,0.882094,0.0222554788310654,0.0005535,0.000782767206773508,2.22925,2.8684140132222895
3,0.465756,0.6586784519566432,14.6244045,16.439390498410837,0.9829765,0.02260691090131509,0.0031725,0.004486592526628644,2.44795,3.2458195297585477
4,0.4493865,0.6355284830473769,15.198425,14.422750949844833,0.962779,0.04446428861457244,0.002233,0.0031579388847791214,2.0379995,2.6185175270034953
5,0.3806355,0.5382998864206643,17.491063,17.524995276110577,0.9613959999999999,0.030558326655757823,0.0004905,0.0006936717523440033,3.8820235,5.011784067539672
6,0.4360605,0.6166826731151931,22.674122,24.85494760849051,0.9818815000000001,0.01637447173193691,0.001089,0.0015400785694243005,5.551844,7.6368069769300835
7,0.433799,0.6134844291438862,16.186,17.059508296269033,0.9738345,0.03173141680574632,0.000628,0.0008881261171703037,4.257023,5.578348426217925
8,0.8012755,0.14501558000608078,5.467385500000001,4.267948745924733,0.8474055,0.11000530905597243,0.00021,0.00011030865786510141,0.48062000000000005,0.44433883022981463
9,0.9374815000000001,0.01551745831313882,3.1020935,1.9375326845275411,0.9743580000000001,0.0008555992052357932,0.0003285,1.6263455967290604e-05,0.08662600000000001,0.0039937391001416255
10,0.4266365,0.6033551245033889,19.0689045,21.13655093919546,0.9371435,0.04100724356135142,0.000399,0.0005642712113868649,5.4929995,7.672372326703424
11,0.4425725,0.6258920318333666,15.922231,20.517434404539422,0.957743,0.018205171188428886,0.000261,0.00036910973977937784,6.068987999999999,8.335049467507675
12,0.421515,0.5961122297436952,8.326508,7.303324105214008,0.9619854999999999,0.04289380445355717,0.000176,0.0002489015869776647,3.3020479999999997,4.18234710610107
13,0.4199275,0.5938671657134279,9.061553,6.984018724460724,0.934932,0.02098692926561668,0.0005205,0.000736098159215196,1.9556,2.247680325357679
14,0.4460385,0.6284588294490738,23.3966575,24.96383144619152,0.9745545,0.002417598084876849,0.015799999999999998,0.022337503217683033,2.107159,2.908228367643779
15,0.378531,0.5353236739786501,22.481698,16.4968634304789,0.904237,0.019422809065632003,0.000543,0.0007679179643685905,2.2450285,2.796609440913139
16,0.475906,0.6730327196147301,13.467122999999999,15.88311030075816,0.992118,0.0008471139238614675,0.003462,0.004896007352935655,2.410553,3.3387559882234585
17,0.47014500000000004,0.6631148399018076,12.949524,13.214373343048015,0.9799770000000001,0.007990306627407932,0.0020785,0.002939442889392478,1.9378445,2.581893638378719
18,0.4321405,0.6111389559506905,15.731978,16.24837620807501,0.962132,0.007933738084913069,0.0007145,0.0010104555903155763,3.807798,5.030807361273934
19,0.4681975,0.6621312543691772,19.672305,21.65642645132553,0.9830595,0.020796717541477563,0.00093,0.0013152186130069785,5.9183365,8.279795436518977
