label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.940348,,11.916375,,0.972696,,0.131908,,0.043314,
2,0.910717,,4.123106,,0.969156,,0.245153,,0.012,
3,0.905669,,5.0,,0.942652,,0.194622,,0.017408,
