label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.86017,,110.566722,,0.977672,,0.10983,,0.033507,
2,0.817088,,7.483315,,0.980769,,0.19173,,0.017223,
3,0.817835,,130.330349,,0.961634,,0.158511,,0.065455,
