DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.86017,110.566722,0.977672,0.10983,0.033507,1,0.17924511,1
0.817088,7.483315,0.980769,0.19173,0.017223,2,0.45824397,1
0.817835,130.330349,0.961634,0.158511,0.065455,3,0.36251092,1
