label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.946909,,12.4499,,0.972935,,0.133917,,0.036691,
2,0.917582,,5.744563,,0.973567,,0.248498,,0.008289,
3,0.912989,,6.708204,,0.949465,,0.198639,,0.014071,
