DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.0,42.09513,0.998414,2.2e-05,4.207458,1,0.23556848,15
0.0,36.331804,0.887354,0.0,4.169703,2,0.006715183,15
0.0,26.248809,0.995266,0.0,4.744148,3,0.026010072,15
0.0,25.39685,0.937729,0.0,3.902087,4,0.025609972,15
0.0,29.681644,0.98708,0.0,7.470361,5,0.0063583376,15
0.0,40.459857,0.984264,0.0,10.947032,6,0.011498354,15
0.0,28.635642,0.975221,0.0,8.386393,7,0.0062610162,15
0.896657,2.0,0.930091,0.000286,0.146405,8,0.0012687839,15
0.93037,1.414214,0.980741,0.000306,0.137296,9,0.0011930894,15
0.0,34.452866,0.887714,0.0,10.952822,10,0.004927351,15
0.0,31.016125,0.994505,0.0,11.754287,11,0.0019572433,15
0.0,13.928388,0.974093,0.0,5.958482,12,0.0010705364,15
0.0,14.282857,0.985565,0.0,3.614148,13,0.0045596925,15
0.00179,41.352146,0.972988,4e-06,4.163183,14,0.23989388,15
0.0,33.436507,0.949987,0.0,4.24753,15,0.007227022,15
0.0,24.515301,0.983083,0.0,4.813902,16,0.024809772,15
0.003225,22.293497,0.975723,2e-06,3.74273,17,0.019630106,15
0.0,27.221315,0.936428,0.0,7.411484,18,0.007266672,15
0.0,34.669872,0.968354,0.0,11.686868,19,0.0077208388,15
0.0,26.944387,0.951996,0.0,8.650129,20,0.0038243744,15
0.0,35.79106,0.938414,0.0,10.916995,21,0.0043181907,15
0.0,31.827661,0.944705,0.0,11.841919,22,0.001816668,15
0.0,13.601471,0.870307,0.0,6.715372,23,0.00091914745,15
0.004643,13.0,0.998143,1e-06,3.537376,24,0.0038748374,15
0.941923,2.236068,0.995995,0.001203,0.074793,25,0.0054211677,15
0.940782,2.0,0.999441,0.001409,0.091366,26,0.0064556594,15
0.95565,2.236068,0.994237,0.001591,0.063402,27,0.007234231,15
0.967054,1.414214,0.986434,0.000896,0.015074,28,0.003669381,15
0.0,32.202484,0.59065,0.0,4.039163,29,0.0022275809,15
0.0,66.550733,0.971875,0.0,23.776653,30,0.002241999,15
0.005362,7.0,0.995532,1e-06,3.15506,31,0.0020077063,15
0.0,46.281746,0.966534,0.0,11.088012,32,0.0046750363,15
0.0,17.720045,0.953327,0.0,3.485315,33,0.00346032,15
0.0,40.211939,0.992327,0.0,19.50857,34,0.00069927296,15
0.0,48.713448,0.974191,0.0,10.702942,35,0.00483003,15
0.0,51.826634,0.988156,0.0,9.525588,36,0.01052514,15
0.0,65.863495,0.966787,0.0,20.513702,37,0.005298615,15
0.0,16.613248,0.862423,0.0,4.003464,38,0.002270835,15
0.0,37.762415,0.879602,0.0,4.22663,39,0.009559134,15
0.0,36.138622,0.906024,0.0,6.609473,40,0.004065876,15
0.004799,24.372115,0.988003,2e-06,3.688857,41,0.006679138,15
0.0,10.488088,0.992455,0.0,4.029971,42,0.004029831,15
0.0,71.224996,0.928286,0.0,22.851092,43,0.0071152826,15
0.0,34.885527,0.440233,0.0,13.246307,44,0.00054427946,15
0.0,13.190906,0.824112,0.0,3.629641,45,0.003597291,15
0.0,59.422218,0.85468,0.0,19.979909,46,0.0033521848,15
0.0,51.439285,0.909567,0.0,22.58295,47,0.0012507614,15
0.0,56.444663,0.910448,0.0,19.394214,48,0.0028944134,15
0.0,20.59126,0.818069,0.0,4.781723,49,0.0034422975,15
0.0,54.561891,0.976518,0.0,5.664232,50,0.011242435,15
0.0,11.18034,0.988204,0.0,3.17138,51,0.002717793,15
0.0,56.736232,0.924513,0.0,5.148545,52,0.012669817,15
0.002157,18.138357,0.987237,1e-06,2.883509,53,0.009897957,15
