DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.912729,12.328828,0.987281,0.122291,0.038249,1,0.17924511,1
0.888267,5.744563,0.978413,0.229744,0.010371,2,0.45824397,1
0.891614,4.898979,0.964569,0.189671,0.010467,3,0.36251092,1
