label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.912729,,12.328828,,0.987281,,0.122291,,0.038249,
2,0.888267,,5.744563,,0.978413,,0.229744,,0.010371,
3,0.891614,,4.898979,,0.964569,,0.189671,,0.010467,
