label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
0,0.0,,inf,,0.0,,0.0,,inf,
1,0.051594875,0.12392878018954218,162.98506825,27.344208837572918,0.194668375,0.2916192826168773,0.005051,0.014194077064546527,33.4998225,43.548425702870695
