label,DICE_median,DICE_q1,DICE_q3,HDRFDST(0.95)_median,HDRFDST(0.95)_q1,HDRFDST(0.95)_q3,VOLSMTY_median,VOLSMTY_q1,VOLSMTY_q3,MUTINF_median,MUTINF_q1,MUTINF_q3,MAHLNBS_median,MAHLNBS_q1,MAHLNBS_q3,DICE_iqr,HDRFDST(0.95)_iqr,VOLSMTY_iqr,MUTINF_iqr,MAHLNBS_iqr
0,0.0,0.0,0.0,inf,,,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,,0.0,0.0,
1,0.0868475,0.0457575,0.40886975,49.123134,20.9855175,57.832727750000004,0.21294649999999998,0.11795775,0.621742,0.0022935,0.00018774999999999998,0.0106825,0.9527380000000001,0.616278,1.2334015,0.36311224999999997,36.84721025,0.50378425,0.010494749999999999,0.6171235
