label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
0,0.0,,inf,,0.0,,0.0,,inf,
1,0.269087125,0.3336834230119653,39.963529875,21.200843667416844,0.37675525,0.3520675144192619,0.02412,0.0529329665952271,0.968816,0.6311437420574537
