label,DICE_median,DICE_q1,DICE_q3,HDRFDST(0.95)_median,HDRFDST(0.95)_q1,HDRFDST(0.95)_q3,VOLSMTY_median,VOLSMTY_q1,VOLSMTY_q3,MUTINF_median,MUTINF_q1,MUTINF_q3,MAHLNBS_median,MAHLNBS_q1,MAHLNBS_q3,DICE_iqr,HDRFDST(0.95)_iqr,VOLSMTY_iqr,MUTINF_iqr,MAHLNBS_iqr
0,0.0,0.0,0.0,inf,,,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,,0.0,0.0,
1,0.40746499999999997,0.25791025,0.5566575,31.4426685,23.096843,37.99267175,0.7396965,0.6833212500000001,0.80875275,0.001063,0.000196,0.007889,0.480927,0.31721025,0.76123125,0.29874725,14.89582875,0.12543149999999992,0.007693,0.444021
