DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
8.7e-05,45.672749,0.990995,1.5e-05,4.221863,1,0.18114342,15
0.003663,45.934736,0.983911,0.0,3.203174,2,0.22598389,15
0.0,35.958309,0.883986,0.0,4.199211,3,0.0059372997,15
0.0,25.670995,0.984026,0.0,4.783465,4,0.023006639,15
0.0,25.39685,0.937411,0.0,3.894111,5,0.022643326,15
0.0,29.883106,0.987952,0.0,7.481808,6,0.0056217914,15
0.0,40.755368,0.982748,0.0,11.03732,7,0.010166391,15
0.0,28.635642,0.993918,0.0,8.26303,8,0.005535743,15
0.902736,2.0,0.930091,0.000288,0.136696,9,0.0011218087,15
0.934132,2.44949,0.991018,0.000305,0.132367,10,0.0010548825,15
0.0,34.539832,0.899799,0.0,10.918147,11,0.0043565696,15
0.0,31.016125,0.98694,0.0,11.90398,12,0.0017305174,15
0.0,13.96424,0.986711,0.0,5.829858,13,0.00094652607,15
0.0,14.456832,0.96861,0.0,3.569981,14,0.0040315,15
0.000613,45.276926,0.976394,9e-06,4.227583,15,0.18635409,15
0.0138,44.754888,0.980449,4.1e-05,3.175076,16,0.22822751,15
0.0,33.778692,0.941114,0.0,4.278501,17,0.0063898475,15
0.0,24.698178,0.999419,0.0,4.769584,18,0.021954942,15
0.005916,23.194827,0.976248,6e-06,3.721552,19,0.017356165,15
0.0,27.221315,0.947258,0.0,7.362738,20,0.0064249043,15
0.0,35.1141,0.949679,0.0,11.676949,21,0.006826461,15
0.0,27.730849,0.927042,0.0,8.545722,22,0.0033813608,15
0.0,35.042831,0.948662,0.0,10.811677,23,0.003817974,15
0.0,31.827661,0.962751,0.0,11.774222,24,0.0016062261,15
0.0,13.601471,0.904255,0.0,6.710739,25,0.0008126739,15
0.002805,13.0,0.994857,1e-06,3.538925,26,0.0034259781,15
0.95176,2.236068,0.980443,0.001249,0.069376,27,0.0047931825,15
0.934944,1.732051,0.983256,0.001418,0.097521,28,0.005707839,15
0.945594,3.162278,0.974713,0.00154,0.09195,29,0.0063962215,15
0.963575,1.414214,0.98883,0.000888,0.036785,30,0.0032443216,15
0.892506,6.708204,0.99742,0.028601,0.022901,1,0.17985474,8
0.886071,6.164414,0.991807,0.033772,0.013518,2,0.220679,8
0.770793,5.09902,0.878143,0.001225,0.161122,3,0.006628799,8
0.943702,2.236068,0.980472,0.006553,0.094471,4,0.029312434,8
0.908464,5.0,0.99613,0.004546,0.148232,5,0.020383555,8
0.797397,5.744563,0.96362,0.001063,0.31469,6,0.005005886,8
0.874815,5.0,0.996752,0.002237,0.166451,7,0.009708905,8
0.847844,29.949958,0.955772,0.001221,0.360056,8,0.005363041,8
0.728132,7.348469,0.851064,0.000147,0.745839,9,0.00069430954,8
0.892265,4.472136,0.91989,0.00031,0.148535,10,0.0011171811,8
0.86865,4.123106,0.979405,0.000807,0.080414,11,0.0030572477,8
0.877193,1.414214,0.984051,0.000496,0.226327,12,0.0017629176,8
0.848552,2.828427,0.977728,0.00035,0.221769,13,0.0013114735,8
0.854982,3.464102,0.920092,0.001067,0.304295,14,0.0046915896,8
0.895303,6.082763,0.985827,0.028374,0.064098,15,0.17900328,8
0.883111,6.0,0.997437,0.034391,0.031437,16,0.2296393,8
0.77035,10.816654,0.88841,0.00111,0.273472,17,0.0058916304,8
0.953462,6.708204,0.987653,0.006932,0.058856,18,0.03045533,8
0.946032,3.0,0.974102,0.004169,0.045248,19,0.01754346,8
0.859152,4.242641,0.946909,0.001406,0.244108,20,0.006205927,8
0.934493,4.242641,0.997169,0.001863,0.081491,21,0.007045956,8
0.9353,2.0,0.995243,0.000865,0.072851,22,0.002988674,8
0.915777,2.0,0.976671,0.000991,0.010518,23,0.0036972696,8
0.860248,1.732051,0.975155,0.000495,0.311971,24,0.0017943472,8
0.763552,3.741657,0.922722,0.000297,0.419993,25,0.0011428964,8
0.919813,4.123106,0.974968,0.000937,0.139859,26,0.003451547,8
0.930542,3.605551,0.969553,0.001603,0.112572,27,0.0058230567,8
0.954955,3.741657,0.99305,0.001551,0.065557,28,0.0055116178,8
0.945951,3.0,0.98694,0.001909,0.098758,29,0.0070173834,8
0.928022,3.464102,0.980534,0.000895,0.150055,30,0.0032172531,8
