DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.569351,45.133136,0.986809,0.013358,0.966225,1,0.18114342,15
0.529867,43.943145,0.991373,0.014419,0.896598,2,0.22598389,15
0.251714,34.94281,0.978338,0.000277,2.288228,3,0.0059372997,15
0.311911,25.357445,0.952706,0.001107,1.912871,4,0.023006639,15
0.479661,24.186773,0.960345,0.001876,1.260073,5,0.022643326,15
0.685137,29.291637,0.981818,0.000892,0.861327,6,0.0056217914,15
0.707568,41.303753,0.952381,0.001664,0.756074,7,0.010166391,15
0.742768,28.248894,0.905395,0.001087,0.656517,8,0.005535743,15
0.891207,2.236068,0.95082,0.000288,0.091909,9,0.0011218087,15
0.886905,5.09902,0.985119,0.000286,0.132219,10,0.0010548825,15
0.6688,34.014703,0.9064,0.00065,0.77671,11,0.0043565696,15
0.592391,30.0,0.983696,0.000269,0.783422,12,0.0017305174,15
0.760077,3.0,0.859885,0.000187,0.454667,13,0.00094652607,15
0.714227,13.0,0.96269,0.000689,0.463664,14,0.0040315,15
0.564493,44.31704,0.976206,0.01339,0.985082,15,0.18635409,15
0.548633,43.462628,0.982231,0.015583,0.866432,16,0.22822751,15
0.400461,32.015621,0.844713,0.000464,1.704761,17,0.0063898475,15
0.314036,24.515301,0.970793,0.001089,1.899979,18,0.021954942,15
0.56268,22.293497,0.894179,0.002088,1.132614,19,0.017356165,15
0.657441,26.11513,0.861339,0.000869,0.889564,20,0.0064249043,15
0.759182,35.48239,0.995816,0.001233,0.531221,21,0.006826461,15
0.655909,21.236761,0.992881,0.000543,0.713164,22,0.0033813608,15
0.616629,34.669872,0.923146,0.000529,0.905782,23,0.003817974,15
0.558483,29.983329,0.937829,0.000219,1.006329,24,0.0016062261,15
0.77459,2.44949,0.954918,0.000179,0.467022,25,0.0008126739,15
0.640394,12.041595,0.823207,0.000469,0.592276,26,0.0034259781,15
0.917425,6.708204,0.947516,0.001113,0.130363,27,0.0047931825,15
0.887484,4.242641,0.905689,0.001429,0.142919,28,0.005707839,15
0.904258,4.690416,0.98794,0.001489,0.191298,29,0.0063962215,15
0.928715,4.582576,0.977912,0.000816,0.104735,30,0.0032443216,15
0.750488,44.933284,0.996773,0.021775,0.458987,1,0.17985474,8
0.681494,43.65776,0.99353,0.022417,0.513597,2,0.220679,8
0.622846,15.937377,0.857706,0.000916,0.537644,3,0.006628799,8
0.879526,24.433583,0.980128,0.006075,0.3389,4,0.029312434,8
0.474465,23.579652,0.962025,0.00186,1.119239,5,0.020383555,8
0.639188,28.354894,0.922178,0.000774,0.636141,6,0.005005886,8
0.705059,38.183766,0.918867,0.001569,0.664257,7,0.009708905,8
0.739168,27.477263,0.922812,0.000991,0.569008,8,0.005363041,8
0.708861,7.549834,0.76962,0.000135,0.765922,9,0.00069430954,8
0.855093,4.472136,0.878049,0.000284,0.19168,10,0.0011171811,8
0.450943,32.15587,0.990566,0.000346,1.246459,11,0.0030572477,8
0.846213,2.44949,0.944147,0.000491,0.335677,12,0.0017629176,8
0.680328,5.744563,0.745902,0.000225,0.550276,13,0.0013114735,8
0.665608,13.038405,0.957129,0.00079,0.685059,14,0.0046915896,8
0.744265,44.82187,0.976031,0.021077,0.476476,15,0.17900328,8
0.688821,43.497126,0.990132,0.023574,0.513867,16,0.2296393,8
0.64946,18.220867,0.913879,0.000906,0.582744,17,0.0058916304,8
0.888686,21.563859,0.973171,0.006129,0.257583,18,0.03045533,8
0.538178,21.954498,0.943309,0.002083,1.081512,19,0.01754346,8
0.73139,27.676705,0.953505,0.001139,0.484647,20,0.006205927,8
0.807644,35.524639,0.964301,0.001466,0.412264,21,0.007045956,8
0.747883,24.103942,0.984008,0.000646,0.378227,22,0.002988674,8
0.508834,32.54228,0.983903,0.00047,1.176035,23,0.0036972696,8
0.76044,26.305893,0.920147,0.000445,0.596599,24,0.0017943472,8
0.625714,5.0,0.857143,0.000192,0.667008,25,0.0011428964,8
0.686638,14.0,0.952306,0.000679,0.421341,26,0.003451547,8
0.925899,2.828427,0.996821,0.00155,0.064038,27,0.0058230567,8
0.931212,2.236068,0.944431,0.00157,0.092005,28,0.0055116178,8
0.937908,3.0,0.996732,0.001856,0.086991,29,0.0070173834,8
0.925878,3.464102,0.97616,0.000927,0.079391,30,0.0032172531,8
