label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.6599195,0.1280832010237877,45.03321,0.14131670443369132,0.9917910000000001,0.007045611967742701,0.0175665,0.005951717777247171,0.712606,0.358671429475502
2,0.6056805000000001,0.10721647991097265,43.800452500000006,0.20179766874892396,0.9924515,0.0015252293270193971,0.018418,0.005655440035930006,0.7050974999999999,0.27082260430122884
3,0.43728,0.26242995391532575,25.4400935,13.438870553686591,0.918022,0.08529970522809566,0.0005965,0.0004518412331782039,1.4129360000000002,1.2378498174366712
4,0.5957185,0.40136441560320213,24.895514,0.6532690850805659,0.9664170000000001,0.019390282153697428,0.0035909999999999996,0.003512906488934768,1.1258854999999999,1.1129655674909713
5,0.477063,0.0036741268350452857,23.8832125,0.42929937610075747,0.961185,0.0011879393923934496,0.001868,1.1313708498984729e-05,1.189656,0.09958467642162618
6,0.6621625,0.03249084948874068,28.8232655,0.66237732752903,0.951998,0.04217184842996563,0.000833,8.343860018001265e-05,0.748734,0.15923054762827393
7,0.7063135,0.0017741309139970754,39.743759499999996,2.2061639649138716,0.935624,0.023697976664685986,0.0016164999999999999,6.717514421272181e-05,0.7101655,0.06492442332820526
8,0.7409680000000001,0.0025455844122715655,27.8630785,0.5456255126737564,0.9141035,0.01231567880792611,0.001039,6.788225099390868e-05,0.6127625,0.06187820731485363
9,0.8000339999999999,0.12893809312224216,4.892951,3.7573999722385154,0.86022,0.12812774875100244,0.0002115,0.00010818733752154176,0.4289155,0.47659916290788845
10,0.8709990000000001,0.022494480923106533,4.785578,0.44327392741734795,0.931584,0.07570992306164365,0.000285,1.4142135623730719e-06,0.1619495,0.04204527631613329
11,0.5598715,0.15404816202895766,33.085286499999995,1.314393419393329,0.948483,0.05951434934534693,0.000498,0.0002149604614807104,1.0115845,0.3321627033555994
12,0.719302,0.17947925741433185,16.224745,19.48115244614779,0.9639215,0.027965366089146806,0.00038,0.00015697770542341354,0.5595494999999999,0.31660352574237066
13,0.7202025000000001,0.05639105869284599,4.3722815,1.940699108693695,0.8028934999999999,0.08059815223998625,0.000206,2.6870057685088807e-05,0.5024715,0.06760577224246464
14,0.6899175,0.034378824594508736,13.019202499999999,0.027156435931469373,0.9599095,0.0039322208101783785,0.0007395,7.141778489984127e-05,0.5743615,0.15654990582079567
15,0.654379,0.12711800026746795,44.569455,0.35696871634640365,0.9761185,0.00012374368670767144,0.0172335,0.0054355298269809895,0.7307790000000001,0.35963875155216524
16,0.618727,0.09912788544097971,43.479877,0.024393769737372985,0.9861815,0.0055868506781549055,0.0195785,0.0056504902884617035,0.6901495,0.24930110230903516
17,0.5249605,0.17606888140866914,25.118244,9.754364098200254,0.8792960000000001,0.04890774762754867,0.0006850000000000001,0.00031254119728445397,1.1437525,0.7933858293065864
18,0.601361,0.4063389118088495,23.03958,2.0869846524787863,0.971982,0.0016814999256616037,0.003609,0.003563818177180199,1.078781,1.161349348993661
19,0.5504290000000001,0.017325530352632765,22.1239975,0.239708491715458,0.918744,0.03474015615969504,0.0020855,3.5355339059325934e-06,1.1070630000000001,0.03613457073219502
20,0.6944155000000001,0.052289839361963915,26.8959175,1.1042002718313815,0.907422,0.06517120359483944,0.0010040000000000001,0.0001909188309203678,0.6871055,0.2863195565177133
21,0.783413,0.03426780882986247,35.5035145,0.029874554398349178,0.9800584999999999,0.022284470209094055,0.0013495,0.00016475588001646567,0.47174250000000006,0.08411530136960818
22,0.701896,0.06503543909285152,22.670351500000002,2.027403127989224,0.9884445,0.006274158469468211,0.0005945,7.28319984622144e-05,0.5456955,0.2368362239702787
23,0.5627314999999999,0.07622257547800383,33.606076,1.5044347307982515,0.9535245,0.042961686704551034,0.0004994999999999999,4.171930009000626e-05,1.0409085,0.19109772893600796
24,0.6594614999999999,0.14280516420809164,28.144611,2.6003399329795327,0.928988,0.012503062104940517,0.000332,0.00015980613254815973,0.801464,0.28972286145556414
25,0.700152,0.10527122915592846,3.724745,1.8034829164841013,0.9060305,0.06913736553051468,0.0001855,9.19238815542512e-06,0.567015,0.1414114567423729
26,0.663516,0.03269944598919067,13.0207975,1.3848014558096406,0.8877565000000001,0.09128677834440203,0.0005740000000000001,0.00014849242404917494,0.5068085,0.12086929764212248
27,0.921662,0.00599202286377483,4.7683155,2.7434166261915998,0.9721685,0.034863899846402674,0.0013315,0.0003090056633785212,0.0972005,0.046898857262197766
28,0.909348,0.03092036532772534,3.2393545,1.4188613752458343,0.92506,0.02739473091672926,0.0014995,9.970205614730324e-05,0.117462,0.036001634657331874
29,0.921083,0.023794143186927293,3.845208,1.1953046166262389,0.992336,0.006216882820192063,0.0016725,0.00025950818869546294,0.1391445,0.07375618702522521
30,0.9272965,0.00200606193822622,4.023339,0.7908805499808427,0.977036,0.0012388510806388142,0.0008715,7.848885271170677e-05,0.092063,0.01792091426239186
