label,DICE,DICE,HDRFDST(0.95),HDRFDST(0.95),VOLSMTY,VOLSMTY,MUTINF,MUTINF,MAHLNBS,MAHLNBS
,mean,std,mean,std,mean,std,mean,std,mean,std
1,0.099591,0.03501309937723309,65.1993885,0.28197792088122464,0.8373985,0.11545144548467118,0.00143,0.0006491240251292506,2.9075485,0.39884711546217805
2,0.0714605,0.04809811036309015,65.6888535,0.9741859621881704,0.8140035,0.23883733616103653,0.0009355,0.0009100464273870867,2.617526,0.2217416155122893
3,0.0,0.0,64.5859405,3.5089332559312787,0.400215,0.12080919356572167,0.0,0.0,7.7095915,0.8679488251691456
4,0.0,0.0,72.5620875,12.020274343483699,0.8599574999999999,0.1961167728688702,5e-07,7.071067811865475e-07,8.919007,0.8748013969856254
5,0.0,0.0,inf,,0.46789,0.6616963836987474,0.0,0.0,inf,
6,0.0,0.0,inf,,0.2875155,0.40660831949248155,0.0,0.0,inf,
7,0.0,0.0,70.096395,4.35785808025939,0.36231,0.4222516428126716,0.0,0.0,13.8051395,0.010709132201069923
8,0.0,0.0,69.1006165,2.865241225095108,0.2559925,0.3394133762898864,0.0,0.0,19.530352,0.20411485767087273
9,0.0,0.0,inf,,0.2429905,0.34364046062781956,0.0,0.0,inf,
10,0.0,0.0,inf,,0.3900155,0.5515652096357239,0.0,0.0,inf,
11,0.0,0.0,inf,,0.4335625,0.6131499676363851,0.0,0.0,inf,
12,0.0,0.0,inf,,0.4975805,0.7036850914723858,0.0,0.0,inf,
13,0.0,0.0,72.13533849999999,6.9989860536980935,0.3658985,0.4798716530912198,0.0,0.0,34.4093395,4.578385593428374
14,0.0,0.0,inf,,0.397873,0.5626773927020704,0.0,0.0,inf,
15,0.0866545,0.02354736292029322,64.934458,0.17967724731307136,0.8512795,0.12567620954062872,0.001153,0.00037900923471598946,2.908852,0.36919317837955773
16,0.0707725,0.046478835834172956,65.421816,1.7239433030955553,0.749249,0.30187519859703604,0.000931,0.0008852976900455575,2.5837885,0.1595975360477096
17,0.0,0.0,69.517237,7.791503555877394,0.601154,0.18421545863471936,0.0,0.0,8.6871365,1.2663129866997727
18,0.0,0.0,65.76452549999999,1.0268258194068216,0.9079355,0.11050876908417717,5e-07,7.071067811865475e-07,8.8680225,0.9837064478900704
19,0.0,0.0,inf,,0.471373,0.6666220895364929,0.0,0.0,inf,
20,0.0,0.0,70.1515615,2.7416785577234433,0.391587,0.43034518703013286,0.0,0.0,11.498945500000001,4.161260474779306
21,0.0,0.0,69.528844,4.947694030213267,0.42932400000000004,0.4630403903786364,0.0,0.0,13.579446,0.8625231948371006
22,0.0,0.0,68.007142,2.8385274380086614,0.4598565,0.3185480693906338,0.0,0.0,24.3163955,0.5928475177349576
23,0.0,0.0,inf,,0.4470085,0.6321654831960536,0.0,0.0,inf,
24,0.0,0.0,inf,,0.4964425,0.7020757164384053,0.0,0.0,inf,
25,0.0,0.0,70.0775985,1.5034610447605414,0.9373885,0.019946775190491307,0.0,0.0,31.7646575,9.449091251519611
26,0.0,0.0,70.590324,2.2388103778944752,0.488154,0.5384759560091796,0.0,0.0,18.4969545,2.526780321639478
27,0.0,0.0,61.7239945,1.815767482593654,0.605023,0.33287051724356725,0.0,0.0,16.426074,0.8959622745194126
28,0.0,0.0,64.53498300000001,2.114691924592809,0.6034415,0.47572376471277955,0.0,0.0,21.642215,1.093585891938993
29,0.0,0.0,66.536745,2.173285620909042,0.533454,0.537146595260549,0.0,0.0,18.2560345,3.6233120204288918
30,0.0,0.0,64.6037525,0.8427871374674,0.670886,0.44991083166556456,0.0,0.0,26.6632925,1.9290318468041157
