DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.074833,65.398777,0.755762,0.000971,3.189576,1,0.18114342,15
0.03745,66.377707,0.64512,0.000292,2.774321,2,0.22598389,15
0.0,62.10475,0.31479,0.0,8.323324,3,0.0059372997,15
0.0,81.061705,0.721282,0.0,9.537585,4,0.023006639,15
0.0,inf,0.0,0.0,inf,5,0.022643326,15
0.0,inf,0.0,0.0,inf,6,0.0056217914,15
0.0,73.177866,0.063733,0.0,13.797567,7,0.010166391,15
0.0,71.126648,0.015991,0.0,19.386021,8,0.005535743,15
0.0,inf,0.0,0.0,inf,9,0.0011218087,15
0.0,inf,0.0,0.0,inf,10,0.0010548825,15
0.0,inf,0.0,0.0,inf,11,0.0043565696,15
0.0,inf,0.0,0.0,inf,12,0.0017305174,15
0.0,77.084369,0.026578,0.0,37.646747,13,0.00094652607,15
0.0,inf,0.0,0.0,inf,14,0.0040315,15
0.070004,65.061509,0.762413,0.000885,3.169911,15,0.18635409,15
0.037907,66.640828,0.535791,0.000305,2.696641,16,0.22822751,15
0.0,64.007812,0.731414,0.0,7.791718,17,0.0063898475,15
0.0,66.490601,0.829794,0.0,9.563608,18,0.021954942,15
0.0,inf,0.0,0.0,inf,19,0.017356165,15
0.0,72.090221,0.087287,0.0,8.55649,20,0.0064249043,15
0.0,73.027392,0.101905,0.0,12.96955,21,0.006826461,15
0.0,70.014284,0.234609,0.0,23.897189,22,0.0033813608,15
0.0,inf,0.0,0.0,inf,23,0.003817974,15
0.0,inf,0.0,0.0,inf,24,0.0016062261,15
0.0,71.140706,0.951493,0.0,38.446174,25,0.0008126739,15
0.0,72.173402,0.107394,0.0,20.283658,26,0.0034259781,15
0.0,60.440053,0.369648,0.0,17.059615,27,0.0047931825,15
0.0,66.030296,0.267054,0.0,22.415497,28,0.005707839,15
0.0,68.07349,0.153634,0.0,20.818103,29,0.0063962215,15
0.0,65.199693,0.352751,0.0,28.027324,30,0.0032443216,15
0.124349,65.0,0.919035,0.001889,2.625521,1,0.17985474,8
0.105471,65.0,0.982887,0.001579,2.460731,2,0.220679,8
0.0,67.067131,0.48564,0.0,7.095859,3,0.006628799,8
0.0,64.06247,0.998633,1e-06,8.300429,4,0.029312434,8
0.0,67.275553,0.93578,0.0,10.635748,5,0.020383555,8
0.0,67.007462,0.575031,0.0,15.778987,6,0.005005886,8
0.0,67.014924,0.660887,0.0,13.812712,7,0.009708905,8
0.0,67.074585,0.495994,0.0,19.674683,8,0.005363041,8
0.0,74.013512,0.485981,0.0,13.737483,9,0.00069430954,8
0.0,64.327288,0.780031,0.0,41.492461,10,0.0011171811,8
0.0,63.411355,0.867125,0.0,20.158666,11,0.0030572477,8
0.0,67.007462,0.995161,0.0,27.962156,12,0.0017629176,8
0.0,67.186308,0.705219,0.0,31.171932,13,0.0013114735,8
0.0,65.007692,0.795746,0.0,15.137505,14,0.0046915896,8
0.103305,64.807407,0.940146,0.001421,2.647793,15,0.17900328,8
0.103638,64.202804,0.962707,0.001557,2.470936,16,0.2296393,8
0.0,75.026662,0.470894,0.0,9.582555,17,0.0058916304,8
0.0,65.03845,0.986077,1e-06,8.172437,18,0.03045533,8
0.0,67.007462,0.942746,0.0,11.355588,19,0.01754346,8
0.0,68.212902,0.695887,0.0,14.441401,20,0.006205927,8
0.0,66.030296,0.756743,0.0,14.189342,21,0.007045956,8
0.0,66.0,0.685104,0.0,24.735602,22,0.002988674,8
0.0,63.031738,0.894017,0.0,20.607532,23,0.0036972696,8
0.0,64.249514,0.992885,0.0,33.718336,24,0.0017943472,8
0.0,69.014491,0.923284,0.0,25.083141,25,0.0011428964,8
0.0,69.007246,0.868914,0.0,16.710251,26,0.003451547,8
0.0,63.007936,0.840398,0.0,15.792533,27,0.0058230567,8
0.0,63.03967,0.939829,0.0,20.868933,28,0.0055116178,8
0.0,65.0,0.913274,0.0,15.693966,29,0.0070173834,8
0.0,64.007812,0.989021,0.0,25.299261,30,0.0032172531,8
