DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.644518,38.262253,0.872647,0.000465,0.615935,28,0.003669381,15
0.0,41.206796,0.028708,0.0,1.397243,29,0.0022275809,15
0.00321,10.488088,0.00321,1e-06,0.586955,30,0.002241999,15
0.33995,36.124784,0.617866,0.000108,0.917566,31,0.0020077063,15
0.023936,73.600272,0.275266,9e-06,3.123555,32,0.0046750363,15
0.0,inf,0.0,0.0,inf,33,0.00346032,15
0.0,13.56466,0.010256,0.0,6.104997,34,0.00069927296,15
0.129839,18.894444,0.403812,7.1e-05,1.553332,35,0.00483003,15
0.432125,48.218254,0.830135,0.000941,1.416699,36,0.01052514,15
0.37931,20.273135,0.704023,0.000519,1.044824,37,0.005298615,15
0.172678,24.718414,0.622951,5.5e-05,0.73092,38,0.002270835,15
0.413987,49.859803,0.785894,0.000865,1.048925,39,0.009559134,15
0.332365,13.928388,0.689134,0.000204,0.944354,40,0.004065876,15
0.263158,59.042358,0.928282,0.000279,1.542942,41,0.006679138,15
0.277526,66.060578,0.875817,0.000185,1.8759,42,0.004029831,15
0.386911,19.442222,0.580367,0.000381,0.572058,43,0.0071152826,15
0.0,29.899833,0.651786,0.0,4.707571,44,0.00054427946,15
0.236138,130.770792,0.697978,0.000124,0.654238,45,0.003597291,15
0.173295,12.369317,0.678977,8e-05,1.751315,46,0.0033521848,15
0.16263,84.693565,0.799308,3.4e-05,2.040069,47,0.0012507614,15
0.141002,11.489125,0.510204,5.1e-05,1.743721,48,0.0028944134,15
0.153846,67.059675,0.861061,8e-05,1.634837,49,0.0034422975,15
0.378279,31.38471,0.822196,0.000853,0.672102,50,0.011242435,15
0.073096,29.832868,0.469036,2.2e-05,0.881292,51,0.002717793,15
0.173014,57.532599,0.347438,0.000226,1.586063,52,0.012669817,15
0.402866,51.195703,0.875742,0.000628,1.061749,53,0.009897957,15
0.003247,67.126746,0.126623,0.0,3.017309,54,0.0020797965,15
0.560413,158.069605,0.929827,0.001156,0.858432,55,0.011956126,15
0.433659,33.749074,0.845748,0.001155,1.125857,56,0.018516315,15
0.441832,48.207883,0.918487,0.001189,1.004963,57,0.014926234,15
0.219442,29.698485,0.581328,0.000273,0.65603,58,0.010626066,15
0.559843,37.336309,0.988349,0.001219,0.791408,59,0.011772296,15
0.0,inf,0.0,0.0,inf,60,0.0004866075,15
0.0,inf,0.0,0.0,inf,61,0.0011137904,15
0.0,inf,0.0,0.0,inf,62,0.001232739,15
0.03517,48.928519,0.17585,1.8e-05,1.672156,63,0.005608602,15
0.0,inf,0.0,0.0,inf,64,0.0007749675,15
0.007619,60.74537,0.118095,1e-06,2.888416,65,0.0017806229,15
0.0,49.658836,0.674699,0.0,1.431937,66,0.0005947425,15
0.066585,31.176915,0.702395,4.2e-05,2.856415,67,0.0031178924,15
0.021152,15.556349,0.298472,5e-06,2.236928,68,0.0026096578,15
0.0,13.266499,0.099174,0.0,2.992314,69,0.00041451748,15
0.194479,26.70206,0.974866,0.000144,0.74849,70,0.004483998,15
0.272514,14.899664,0.820524,0.000381,1.492007,71,0.009984464,15
0.354363,18.138357,0.823574,0.000317,1.102731,72,0.005612206,15
0.00432,33.256578,0.5054,0.0,2.423561,73,0.001247157,15
0.21737,24.494897,0.581717,0.000377,1.777756,74,0.006434032,15
0.349151,4.582576,0.841242,0.000212,0.463566,75,0.0025880309,15
0.227991,30.099834,0.974417,0.000188,1.228534,76,0.0046678274,15
0.106615,54.607692,0.624277,5e-05,1.744631,77,0.0017517869,15
0.360057,20.880613,0.88456,0.000547,0.87787,78,0.0077749062,15
0.138169,28.861739,0.877375,2.8e-05,1.096665,79,0.00091554294,15
0.196154,33.600595,0.590385,7.2e-05,0.466577,80,0.0011065814,15
0.270199,11.224972,0.611921,7.8e-05,0.755977,81,0.0018887579,15
0.043344,9.380832,0.086687,6e-06,1.461719,82,0.0011137904,15
0.202564,15.165751,0.641026,5.8e-05,1.281184,83,0.001910385,15
0.009434,13.601471,0.034591,2e-06,2.555133,84,0.0022528125,15
0.049664,46.78675,0.295542,5.9e-05,2.138425,85,0.002616867,15
0.104615,42.497059,0.732308,1.2e-05,1.089823,86,0.00074252696,15
0.097407,25.059928,0.83672,7.4e-05,1.423467,87,0.004303773,15
0.215775,61.0,0.967118,0.000284,1.686911,88,0.008110125,15
0.076336,56.115951,0.473282,7e-06,2.13121,89,0.00072089996,15
0.394816,32.015621,0.771685,0.000633,1.268032,90,0.0069747074,15
0.416322,40.224371,0.951475,0.000916,0.849909,91,0.0137079125,15
0.196887,37.389838,0.808176,0.000288,1.775263,92,0.0077676973,15
0.095012,28.231188,0.669042,6.6e-05,1.692593,93,0.006059164,15
0.241844,40.644803,0.521096,0.00034,1.476447,94,0.0043181907,15
0.0,9.165151,0.210526,0.0,2.755785,95,0.00030638248,15
0.036554,34.82815,0.266319,5e-06,2.122772,96,0.001196694,15
0.0,inf,0.0,0.0,inf,97,0.00023429249,15
0.284472,11.575837,0.777729,0.000217,0.863031,98,0.003222423,15
0.812795,13.341664,0.93391,0.029348,0.053375,1,0.21499649,8
0.556356,24.779023,0.662439,0.000714,0.478767,2,0.006895486,8
0.926489,2.828427,0.971515,0.006633,0.057059,3,0.030461997,8
0.849207,21.656408,0.937523,0.00393,0.232245,4,0.021203618,8
0.512748,5.744563,0.759207,0.000528,0.368998,5,0.0052072806,8
0.715742,7.348469,0.899775,0.001883,0.156313,6,0.010099509,8
0.742947,5.656854,0.847213,0.001245,0.354449,7,0.0055788048,8
0.297735,13.453624,0.427184,4.1e-05,0.812032,8,0.0007222427,8
0.653313,15.524175,0.795069,0.00019,0.402788,9,0.0011621271,8
0.504471,94.978945,0.797317,0.000492,0.787985,10,0.0031802456,8
0.307305,52.163205,0.445844,9.9e-05,0.80672,11,0.0018338426,8
0.267738,7.0,0.771084,7.5e-05,1.605642,12,0.0013642362,8
0.740966,7.681146,0.997267,0.000943,0.291168,13,0.0048803394,8
0.824796,13.674794,0.998299,0.02837,0.033456,14,0.21619429,8
0.296387,29.359837,0.325619,0.000275,0.585768,15,0.0061286604,8
0.918745,3.741657,0.977631,0.006723,0.068584,16,0.03163007,8
0.838481,18.05547,0.905271,0.00391,0.245674,17,0.01824926,8
0.602699,28.618176,0.933988,0.000877,0.683832,18,0.006455601,8
0.739648,9.110434,0.876488,0.001522,0.227615,19,0.007329426,8
0.729295,7.28011,0.86197,0.00071,0.088144,20,0.003108913,8
0.484554,35.44009,0.898299,0.000495,1.096074,21,0.0038460167,8
0.503923,29.427878,0.904969,0.00023,0.621201,22,0.0018665367,8
0.0,inf,0.0,0.0,inf,23,0.0011888769,8
0.698488,24.535688,0.961018,0.000688,0.337702,24,0.0035904082,8
0.798922,11.874342,0.844942,0.001484,0.264077,25,0.0060573276,8
0.749832,19.026298,0.864054,0.001266,0.558504,26,0.0057333587,8
0.799398,26.400758,0.943883,0.001418,0.267239,27,0.007299704,8
0.766187,14.628739,0.98741,0.000694,0.19697,28,0.0033466883,8
0.0,43.52011,0.028369,0.0,2.332732,29,0.0012394041,8
0.015228,9.69536,0.017766,5e-06,1.003446,30,0.0023212822,8
0.115016,51.088159,0.440895,2.6e-05,0.731068,31,0.0014504298,8
0.202484,20.832667,0.383851,0.000115,1.284394,32,0.003866822,8
0.0,inf,0.0,0.0,inf,33,0.0039500436,8
0.0,21.977261,0.006734,0.0,4.570671,34,0.00087976886,8
0.461625,46.270941,0.842283,0.000564,0.466844,35,0.004452344,8
0.517758,63.356136,0.926748,0.001194,0.675878,36,0.009927122,8
0.508676,34.770677,0.996435,0.00073,0.476304,37,0.006274298,8
0.116716,40.32369,0.963403,3.7e-05,1.069801,38,0.0014474576,8
0.457794,71.224996,0.876447,0.000861,0.601959,39,0.009811207,8
0.412962,9.848858,0.803316,0.000382,0.766827,40,0.0047198413,8
0.295564,62.713635,0.801014,0.000362,1.497939,41,0.0070292344,8
0.2803,64.575537,0.768621,0.000211,1.312383,42,0.0041521527,8
0.440543,26.645825,0.852886,0.000558,0.436075,43,0.0064080465,8
0.070866,21.118712,0.271654,1.3e-05,2.620624,44,0.0013047924,8
0.171857,139.949991,0.966604,0.000135,1.618767,45,0.0038281835,8
0.031943,28.05352,0.285714,1e-05,2.520762,46,0.0028711376,8
0.197239,17.691806,0.374753,4e-05,1.398504,47,0.0012245432,8
0.0,13.892444,0.035036,0.0,2.156516,48,0.0020002853,8
0.063868,75.960516,0.924897,2.9e-05,1.588264,49,0.0027017228,8
0.518227,51.468437,0.934835,0.00118,0.383247,50,0.011246775,8
0.040863,43.185646,0.345062,1.1e-05,3.241736,51,0.002166728,8
0.46493,24.103942,0.804995,0.000962,0.596642,52,0.011520217,8
0.459975,67.609171,0.912325,0.001016,0.670487,53,0.009603153,8
0.003077,30.282008,0.033846,1e-06,4.627342,54,0.0018992308,8
0.620504,151.148933,0.967715,0.001471,0.413066,55,0.010833641,8
0.556888,25.079872,0.982849,0.001571,0.513856,56,0.013484836,8
0.599296,41.988094,0.974709,0.001753,0.400257,57,0.013172756,8
0.371329,30.935417,0.92813,0.000597,0.701188,58,0.008244861,8
0.600075,26.720778,0.769173,0.001604,0.558534,59,0.009166241,8
0.0,inf,0.0,0.0,inf,60,0.00040124595,8
0.0,inf,0.0,0.0,inf,61,0.0010194619,8
0.0,inf,0.0,0.0,inf,62,0.00092732394,8
0.058223,31.0,0.302349,3.3e-05,1.87367,63,0.0049397834,8
0.020443,31.44837,0.068143,4e-06,0.803682,64,0.001685233,8
0.024502,30.099834,0.104135,5e-06,3.256666,65,0.001839787,8
0.064965,45.694639,0.283063,1e-05,1.753766,66,0.001099711,8
0.396847,16.881943,0.783496,0.000304,0.556152,67,0.003899516,8
0.023715,16.186414,0.238472,1e-05,1.615855,68,0.0039738207,8
0.073446,7.483315,0.468927,9e-06,1.083667,69,0.00080546405,8
0.281078,28.618176,0.967218,0.000273,0.331546,70,0.004728758,8
0.501497,12.727922,0.877448,0.001351,0.921843,71,0.01132108,8
0.394082,31.843367,0.845326,0.000398,0.44962,72,0.0051032538,8
0.182829,35.128336,0.323657,0.000105,1.321701,73,0.0040332647,8
0.401973,10.488088,0.816629,0.000716,0.764356,74,0.009983594,8
0.563335,13.416408,0.995854,0.000851,0.467202,75,0.0064258794,8
0.34893,39.673669,0.914385,0.000445,0.868554,76,0.006482351,8
0.494131,58.677082,0.991784,0.000586,0.544279,77,0.005106226,8
0.522977,8.774964,0.732168,0.001122,0.566391,78,0.0070322067,8
0.180451,27.018512,0.634586,4.4e-05,1.487237,79,0.0013493752,8
0.283694,35.860842,0.87604,0.000223,0.685432,80,0.0040154317,8
0.316109,10.198039,0.539514,0.000156,0.85149,81,0.0028562767,8
0.145594,7.874008,0.306513,4.3e-05,1.563156,82,0.0019705633,8
0.258108,10.29563,0.57973,0.000135,1.458159,83,0.003123774,8
0.017271,21.954498,0.020725,8e-06,1.698322,84,0.0034061323,8
0.392333,37.148351,0.865976,0.000775,0.848307,85,0.010902001,8
0.26348,44.575778,0.911765,0.000146,1.461488,86,0.0026393067,8
0.480389,15.652476,0.91986,0.001298,0.510548,87,0.0120938495,8
0.30837,65.795137,0.987437,0.000551,1.311421,88,0.009222712,8
0.0,60.506198,0.166134,0.0,11.50605,89,0.0008530191,8
0.644938,29.966648,0.883357,0.001692,0.239912,90,0.010230285,8
0.619435,34.365681,0.995117,0.002061,0.319421,91,0.015598064,8
0.485245,15.165751,0.717255,0.001081,0.73197,92,0.0131133115,8
0.286991,30.033315,0.437186,0.000345,0.506481,93,0.008319166,8
0.54462,11.489125,0.804531,0.001179,0.559539,94,0.007810921,8
0.451977,5.830952,0.644068,7.2e-05,0.740146,95,0.0007133261,8
0.225,33.674916,0.59375,5.5e-05,1.789673,96,0.0013374864,8
0.0,inf,0.0,0.0,inf,97,0.001067017,8
0.562013,14.456832,0.774116,0.000977,0.535261,98,0.0057601086,8
