DICE,HDRFDST(0.95),VOLSMTY,MUTINF,MAHLNBS,label,weight,id
0.919928,13.190906,0.985939,0.124403,0.026833,1,0.17924511,1
0.896181,6.403124,0.977169,0.234608,0.010364,2,0.45824397,1
0.8985,6.708204,0.962054,0.192632,0.005678,3,0.36251092,1
