label,DICE_median,DICE_q1,DICE_q3,HDRFDST(0.95)_median,HDRFDST(0.95)_q1,HDRFDST(0.95)_q3,VOLSMTY_median,VOLSMTY_q1,VOLSMTY_q3,MUTINF_median,MUTINF_q1,MUTINF_q3,MAHLNBS_median,MAHLNBS_q1,MAHLNBS_q3,DICE_iqr,HDRFDST(0.95)_iqr,VOLSMTY_iqr,MUTINF_iqr,MAHLNBS_iqr
1,0.7886685,0.78716825,0.79016875,21.721511,20.5302955,22.912726499999998,0.955619,0.951083,0.960155,0.0218315,0.02150775,0.02215525,0.109108,0.09515950000000001,0.12305649999999999,0.0030004999999999615,2.382430999999997,0.009071999999999969,0.0006475000000000022,0.027896999999999977
2,0.790535,0.784423,0.796647,8.691405,8.08736,9.29545,0.967519,0.9581875,0.9768505000000001,0.0275245,0.026332750000000002,0.02871625,0.109009,0.08225450000000001,0.13576349999999998,0.012224000000000013,1.2080900000000003,0.018663000000000096,0.0023834999999999967,0.05350899999999997
3,0.440658,0.42978649999999996,0.45152950000000003,18.858302000000002,18.175579,19.541025,0.6492800000000001,0.5883660000000001,0.710194,0.0004855,0.00048125,0.00048975,0.4908135,0.46222625,0.51940075,0.021743000000000068,1.3654460000000022,0.12182799999999994,8.499999999999936e-06,0.05717449999999996
4,0.7754095,0.73248475,0.8183342499999999,41.720876000000004,36.1001885,47.3415635,0.946095,0.9433320000000001,0.948858,0.0043985,0.00383725,0.00495975,0.47133899999999995,0.2699185,0.6727595,0.08584949999999991,11.241374999999998,0.00552599999999992,0.0011224999999999998,0.40284099999999995
5,0.7304995,0.72123975,0.73975925,109.830877,109.0125735,110.6491805,0.9236314999999999,0.91162675,0.93563625,0.003439,0.003375,0.003503,0.569095,0.5128925,0.6252975,0.018519500000000022,1.636606999999998,0.024009499999999906,0.00012800000000000008,0.11240499999999998
6,0.47863100000000003,0.473767,0.483495,22.615261,18.740665,26.489857,0.9111819999999999,0.8811855,0.9411785,0.0005560000000000001,0.0005305,0.0005815,0.8504484999999999,0.77703025,0.92386675,0.009728000000000014,7.749192000000001,0.059993000000000074,5.099999999999994e-05,0.14683649999999993
7,0.529829,0.5098659999999999,0.5497920000000001,25.894872,22.959927999999998,28.829816,0.896981,0.8931285,0.9008335,0.001157,0.001037,0.001277,0.7721669999999999,0.6389324999999999,0.9054015,0.03992600000000013,5.869888000000003,0.007704999999999962,0.00023999999999999998,0.26646900000000007
8,0.591828,0.570504,0.613152,103.61142000000001,103.0697325,104.1531075,0.790667,0.748165,0.833169,0.000768,0.000661,0.000875,0.541476,0.439176,0.643776,0.04264800000000002,1.0833750000000038,0.08500400000000008,0.000214,0.2046
9,0.0,0.0,0.0,inf,,,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,,0.0,0.0,
10,0.0,0.0,0.0,inf,,,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,,0.0,0.0,
11,0.306719,0.29703500000000005,0.316403,36.723641,31.226501,42.220780999999995,0.818838,0.7569130000000001,0.880763,0.000215,0.0002095,0.0002205,0.8937545,0.6093422500000001,1.17816675,0.01936799999999994,10.994279999999996,0.1238499999999999,1.0999999999999996e-05,0.5688244999999998
12,0.040807,0.035632000000000004,0.045982,112.6833035,111.75148825,113.61511875,0.329696,0.2460665,0.4133255,9.5e-06,7.75e-06,1.1249999999999999e-05,3.119299,3.019133,3.219465,0.010349999999999998,1.8636304999999993,0.16725900000000002,3.4999999999999987e-06,0.20033199999999995
13,0.0,0.0,0.0,27.214686999999998,26.750783,27.678591,0.21993200000000002,0.1882795,0.2515845,0.0,0.0,0.0,4.4785115,4.41480975,4.5422132500000005,0.0,0.9278080000000024,0.063305,0.0,0.12740350000000067
14,0.4841495,0.47968875,0.48861024999999997,23.702734,22.964422499999998,24.4410455,0.7927015,0.78788525,0.79751775,0.00042699999999999997,0.0003965,0.0004575,0.7509065,0.5559032500000001,0.94590975,0.008921499999999971,1.4766230000000036,0.009632500000000044,6.100000000000002e-05,0.3900064999999999
15,0.7973315000000001,0.79283775,0.80182525,12.587194499999999,9.64769925,15.52668975,0.9563105000000001,0.93754625,0.97507475,0.0225735,0.02233975,0.02280725,0.07965649999999999,0.07464575,0.08466725,0.008987500000000037,5.878990499999999,0.037528499999999965,0.00046750000000000264,0.010021500000000003
16,0.7756765000000001,0.76194125,0.7894117500000001,21.9373365,20.96866825,22.90600475,0.947164,0.9471395,0.9471885,0.027077,0.0251345,0.0290195,0.0982975,0.06251975,0.13407525,0.027470500000000064,1.9373365000000007,4.899999999996574e-05,0.0038849999999999996,0.07155550000000001
17,0.3414735,0.23253175,0.45041525,19.791789,18.6423225,20.9412555,0.473366,0.3065975,0.6401345,0.0003915,0.00024675,0.0005362499999999999,0.661445,0.576928,0.745962,0.21788349999999998,2.2989330000000017,0.33353700000000003,0.00028949999999999994,0.16903400000000002
18,0.7945345,0.74539575,0.84367325,22.9557165,21.08254475,24.82888825,0.848368,0.8044975000000001,0.8922384999999999,0.005352,0.0046685,0.0060355,0.41589950000000003,0.25709375,0.5747052500000001,0.09827750000000002,3.7463434999999983,0.08774099999999985,0.0013670000000000002,0.31761150000000005
19,0.6991765000000001,0.68986625,0.70848675,27.9145265,27.65032725,28.178725749999998,0.882098,0.8646645,0.8995315,0.0029620000000000002,0.0029295,0.0029945,0.431554,0.383697,0.479411,0.01862050000000004,0.528398499999998,0.03486700000000009,6.500000000000039e-05,0.09571399999999997
20,0.46446350000000003,0.46201875,0.46690825,14.4040135,14.32591025,14.48211675,0.7237530000000001,0.7019745000000001,0.7455315,0.0005380000000000001,0.0005195,0.0005565,0.789747,0.6835575,0.8959365,0.004889500000000047,0.1562064999999997,0.04355699999999996,3.700000000000003e-05,0.21237899999999998
21,0.6517155,0.60816125,0.69526975,15.755253,14.4540995,17.0564065,0.8127685,0.80469875,0.82083825,0.0011675,0.00094675,0.00138825,0.4689375,0.43667575,0.50119925,0.08710850000000003,2.6023070000000015,0.016139499999999973,0.00044149999999999994,0.06452350000000001
22,0.3086835,0.20873525,0.40863175,16.4721605,16.26726925,16.67705175,0.668068,0.5941455,0.7419905,0.000263,0.000156,0.00037,1.3799890000000001,1.2478875,1.5120905,0.1998965,0.40978250000000216,0.147845,0.000214,0.26420299999999997
23,0.447552,0.4289445,0.4661595,48.824752000000004,48.635299,49.014205,0.889319,0.8649104999999999,0.9137275,0.0003805,0.00037225,0.00038875,0.6243405,0.47658875,0.77209225,0.037215,0.3789059999999935,0.04881700000000011,1.6499999999999967e-05,0.29550350000000003
24,0.2800195,0.23274725000000002,0.32729175,26.157339999999998,25.588666,26.726014,0.7373485,0.66699825,0.8076987499999999,0.0001105,8.475e-05,0.00013625,0.909725,0.9036465,0.9158035,0.09454449999999998,1.1373479999999994,0.1407004999999999,5.1500000000000005e-05,0.012156999999999973
25,0.0,0.0,0.0,inf,,,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.0,,0.0,0.0,
26,0.1721275,0.16266525,0.18158975,20.729726,18.191101,23.268351,0.508835,0.413192,0.604478,8.999999999999999e-05,8.35e-05,9.65e-05,1.3370275,1.2908057499999999,1.38324925,0.018924499999999983,5.077249999999999,0.19128599999999996,1.3000000000000004e-05,0.09244350000000012
27,0.6116675,0.60851175,0.6148232499999999,21.902479999999997,19.105992999999998,24.698967,0.8244225000000001,0.76658425,0.88226075,0.0009519999999999999,0.0007965,0.0011075,0.8767225000000001,0.8374367500000001,0.91600825,0.006311499999999914,5.592974000000002,0.11567650000000007,0.00031099999999999997,0.0785714999999999
28,0.415249,0.4071395,0.4233585,25.608555000000003,24.8666155,26.3504945,0.8581405,0.80870325,0.90757775,0.0004655,0.00043125,0.00049975,0.9833145,0.92484425,1.04178475,0.01621900000000004,1.4838789999999982,0.09887449999999998,6.849999999999998e-05,0.11694049999999989
29,0.379563,0.334545,0.424581,35.496463500000004,26.60825425,44.38467275,0.827512,0.8235135,0.8315104999999999,0.000487,0.0004,0.0005740000000000001,0.298448,0.262673,0.334223,0.090036,17.7764185,0.00799699999999992,0.00017400000000000006,0.07155
30,0.13747900000000002,0.1284665,0.1464915,24.185704,24.0720005,24.2994075,0.264579,0.263689,0.265469,6.2e-05,5.6e-05,6.8e-05,1.544943,1.3587885,1.7310975,0.018024999999999985,0.22740699999999947,0.0017800000000000038,1.2e-05,0.372309
